Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Proteinuria	20/184	0.00195808109668378	0.0143917943949406	20	0.108695652173913	CYBB;LCAT;PTPN22;PTGS2;F3;NR3C2;ACE2;NR4A1;C6;ADAMTS13;COL4A4;LEPR;AGTR1;SLITRK6;HLA-DPB1;SAA1;HMOX1;FAS;PRODH;DNASE1L3
Arthritis, Adjuvant-Induced	8/44	0.00201455455743076	0.0147151879850309	8	0.181818181818182	CRP;IL1RL1;IL33;IL6;IL1B;SAA1;TNFRSF11B;CD69
Arthritis, Collagen-Induced	8/44	0.00201455455743076	0.0147151879850309	8	0.181818181818182	CRP;IL1RL1;IL33;IL6;IL1B;SAA1;TNFRSF11B;CD69
Arthritis, Experimental	8/44	0.00201455455743076	0.0147151879850309	8	0.181818181818182	CRP;IL1RL1;IL33;IL6;IL1B;SAA1;TNFRSF11B;CD69
Leprosy, Lepromatous	8/44	0.00201455455743076	0.0147151879850309	8	0.181818181818182	IL6;CD80;DEFB1;MASP2;CD1D;SELE;GEM;MBL2
Multiple Sclerosis, Acute Fulminating	8/44	0.00201455455743076	0.0147151879850309	8	0.181818181818182	CLDN11;BCHE;KCNJ10;IL1B;HLA-DPB1;IRF8;IL7R;SELE
Muscle damage	8/44	0.00201455455743076	0.0147151879850309	8	0.181818181818182	IL6;IGFBP3;FHL1;PRF1;IGF2;CCL2;GZMB;IGF1
Psychoses, Substance-Induced	5/18	0.00203038152707845	0.0147802355695509	5	0.277777777777778	CAMK2B;GSTP1;NPY1R;ESR1;SNCA
Aneurysmal disease	5/18	0.00203038152707845	0.0147802355695509	5	0.277777777777778	IL6;MMP2;SERPINE1;FOSB;FOS
Meningococcemia	5/18	0.00203038152707845	0.0147802355695509	5	0.277777777777778	THBD;IL6;ADAMTS13;SERPINE1;MBL2
Hemophilia, NOS	9/54	0.00203181254721292	0.0147802355695509	9	0.166666666666667	THBD;VIPR1;F8;SEMA6A;F9;KRT7;GPT;TNFRSF11B;F3
Sporadic Breast Carcinoma	18/159	0.0020539854938583	0.0149046120576162	18	0.113207547169811	BCHE;GABRP;MME;GSTP1;HSD17B13;VTCN1;IGF1;ESR1;GSTZ1;AR;CXCL12;MYC;HSD17B2;LEPR;ID4;SHBG;FGFR2;RBMS3
Arthritis, Gouty	6/26	0.00206365072286859	0.0149046120576162	6	0.230769230769231	CRP;SLC2A9;IL6;IL1B;IL18;TLR4
AA amyloidosis	6/26	0.00206365072286859	0.0149046120576162	6	0.230769230769231	CRP;IL1B;IL18;SAA1;TLR4;MBL2
Amino acids measurement	6/26	0.00206365072286859	0.0149046120576162	6	0.230769230769231	GCKR;GLS2;PHGDH;PRODH;SLC13A5;KLKB1
Carotid Artery Plaque	6/26	0.00206365072286859	0.0149046120576162	6	0.230769230769231	CRP;P2RY12;CCL2;PTGS2;F3;TLR4
Melioidosis	6/26	0.00206365072286859	0.0149046120576162	6	0.230769230769231	IL1B;IL18;NLRC4;CD14;TLR4;ABCG2
Plasmablastic lymphoma	6/26	0.00206365072286859	0.0149046120576162	6	0.230769230769231	PTPRC;MME;IRF4;MYC;CD38;NCAM1
DOSAGE-SENSITIVE SEX REVERSAL	12/87	0.00216105518920556	0.0155922004375096	12	0.137931034482759	NR4A1;IL6;IL1B;NR1I2;IL18;S100A12;CCL2;CXCL1;TRPM8;PTGS2;CBFA2T3;TLR4
Multiple, subcutaneous nodules	10/65	0.00217929528695339	0.0156918128596705	10	0.153846153846154	CCR1;ECM1;GJB2;MMP2;FAS;TEK;ANTXR2;TLR4;FGFR2;DACT1
Subcutaneous nodule	10/65	0.00217929528695339	0.0156918128596705	10	0.153846153846154	CCR1;ECM1;GJB2;MMP2;FAS;TEK;ANTXR2;TLR4;FGFR2;DACT1
Neurilemmoma	16/135	0.00222631814180757	0.0160141054956443	16	0.118518518518519	GSTP1;NRG1;LILRB1;IGF1;FOS;CXCR6;AREG;EREG;BMP5;AXL;IL2RB;HCLS1;CYP2E1;TEK;SIGLEC7;SNCA
Trichohepatoenteric Syndrome	26/267	0.00225259998099031	0.0161867032136543	26	0.0973782771535581	HPGD;ABCB4;KCNA3;ADRB1;TNFRSF11B;SLC4A4;GHR;ZFP36;CYP2B6;PROK2;CCL2;LGI1;SH2D1A;IGF2;IGF1;GEM;AR;ZEB2;IL6;F9;CXCL12;AGTR1;CNTN4;FGFR2;ENG;RBMS3
Aortic Aneurysm, Thoracic	13/99	0.00225864521641027	0.0162136823952859	13	0.131313131313131	TGFB3;CCL4L2;MMP2;SERPINE1;BGN;IL1B;CCL4;AGTR1;S100A12;CD38;TLR4;PRKG1;ENG
Malignant tumor of cervix	67/884	0.00226796375906194	0.0162640805335769	67	0.0757918552036199	ITK;EPO;CD80;IL24;SERPINE1;FHL2;OGDHL;SPINT2;THBD;ZFP36;DNMT3L;MYC;HGFAC;MBL2;MMP7;SEMA6A;PEG3;MMP2;IGFBP3;HGF;IL18;F3;AR;SFRP1;ZEB2;FOLH1;MMRN1;SFRP5;IL1B;RARB;CYP2E1;TLR4;ATF3;S100A8;CFTR;ENG;ABCG2;BCL2A1;HSD17B13;CD1D;VTCN1;PTN;PTGS2;THBS1;PTGS1;SOCS3;WNT11;CCL2;EGR1;TFPI2;IGF2;LILRB1;IGF1;PPBP;KLF4;ESR1;TNFRSF10D;FOSL1;IL6;KRT19;NAT2;XPNPEP2;ID1;HLA-DPB1;CYP1A1;FAS;FGFR2
Fetal Alcohol Syndrome	9/55	0.00231673040805615	0.0165969816075116	9	0.163636363636364	PDGFRA;ITIH4;IL6;SLITRK2;ADH1B;GSTP1;FAS;CYP2E1;FCGR2B
Metastatic Neoplasm	45/544	0.00233310916370917	0.0166974182616112	45	0.0827205882352941	ITIH5;ITK;CD274;STEAP4;SYNPO2;SERPINE1;GATA3;VTCN1;PTN;PTGS2;APCDD1;THBS1;MYC;CCL5;EPB41L3;TSPAN7;NCAM1;GRIA3;CCR1;DUSP2;SEMA6A;EGR3;MMP7;MME;HGF;MMP2;CYBB;NRG1;IGF1;KLF4;ESR1;AJAP1;FOSL1;AR;ZEB2;KRT19;IL6;RNF125;PTPRC;CXCL12;AIM2;AXL;SNAI1;F2RL2;LY6E
Polycystic Kidney, Autosomal Dominant	18/161	0.00235924371321079	0.0168503804259394	18	0.111801242236025	EPO;PTGER2;SERPINE1;IL18;TGFA;IGF1;FOS;HBA1;ESR1;AREG;PKHD1;EDNRB;MYC;HMOX1;FOSB;FGF23;CFTR;FGFR2
Familial multiple trichoepitheliomata	18/161	0.00235924371321079	0.0168503804259394	18	0.111801242236025	FOXF1;IGFBP3;GSTP1;IGF2;IL18;IGF1;PTGS2;ESR1;GHR;AKAP12;IL18RAP;PTPRC;AXL;MYC;C9;IL1B;TFF1;ENG
Prostatic Intraepithelial Neoplasias	19/174	0.00237780349072705	0.0169658196646835	19	0.109195402298851	SRPX;MME;IGFBP3;GSTP1;IGF2;DPT;TMPRSS2;IGF1;CYP7B1;PTGS2;ESR1;AREG;AKAP12;AR;KRT19;MYC;HMOX1;FAS;FYN
Retroviridae Infections	12/88	0.00238376037719944	0.0169911943099876	12	0.136363636363636	CDA;IL6;IRF4;TRAT1;MYC;IL1B;HBB;CYP2E1;IGF1;MS4A1;CD33;PBX1
Bronchiolitis	10/66	0.00244840693031709	0.0174344308378112	10	0.151515151515152	IL1RL1;CCL5;SFTPD;PRF1;IL18;CCL3;CCL2;CD14;CLC;TLR4
Polycystic Kidney Diseases	15/124	0.00246665571270935	0.0175467227482983	15	0.120967741935484	EPO;HGF;PTGER2;IL18;ETFDH;TGFA;PTPN22;GATA3;FOS;PKHD1;CPT2;MYC;FOSB;PROM1;CFTR
Leukemogenesis	57/730	0.00247588135817381	0.0175946669208376	57	0.0780821917808219	IKZF1;ADRA1A;BACH2;ZFP36;CA2;MYC;LEPR;CD38;PDGFRA;SEMA6A;FCRL5;FOS;ADRA2B;CBFA2T3;TIAM1;SFRP1;NCOR1;CD8B;CD8A;IRF4;IL1B;IRF8;PLA1A;RBMS3;CSF1R;BCL2A1;GSTP1;NR1I2;GATA3;CXCR6;CYP3A4;ARHGAP20;ADAMTS13;CCL3;KLRC1;EGR1;IGF2;KLF4;SELE;PBX1;NR4A1;IL6;PTPRC;CXCL12;NR4A3;NAT1;SELL;AXL;NAT2;FXYD1;ID1;FOSB;ID3;FAS;CD69;IL7R;IL18R1
Reactive systemic amyloidosis	6/27	0.00253530743288857	0.0179989027181397	6	0.222222222222222	CRP;IL1B;IL18;SAA1;TLR4;MBL2
Exencephaly	7/36	0.0025545385442722	0.0180629608555032	7	0.194444444444444	BHMT;NAT2;CYP1A2;NPY1R;CCL2;SPINT2;PRSS8
Invasive Streptococcus pneumoniae disease	7/36	0.0025545385442722	0.0180629608555032	7	0.194444444444444	FCN2;CCL5;IL1B;SFTPD;CCL2;FAS;MBL2
Peripheral arterial occlusive disease	7/36	0.0025545385442722	0.0180629608555032	7	0.194444444444444	CRP;IL6;NNMT;MMRN1;SERPINE1;FAS;TNFRSF11B
Tethered Cord Syndrome	7/36	0.0025545385442722	0.0180629608555032	7	0.194444444444444	BHMT;NAT2;CYP1A2;NPY1R;CCL2;SPINT2;PRSS8
Myocardial Diseases, Secondary	12/89	0.00262482099937877	0.0182195752636687	12	0.134831460674157	CYP2C9;IL6;EPO;MYOT;HGF;IL1B;PDE2A;CCL2;FAS;PTGS2;XDH;ATF3
Chagas Disease	12/89	0.00262482099937877	0.0182195752636687	12	0.134831460674157	FCN2;IL6;CYP2B6;MMP2;IL1B;SH2D1A;IL18;CCL2;PPBP;PTGS2;TLR4;MBL2
Tactile Allodynia	12/89	0.00262482099937877	0.0182195752636687	12	0.134831460674157	THBD;IL6;IL1B;NTF3;SLC1A2;PROK2;CCL2;TNFRSF11B;FOS;IGF1;PTGS2;PTGS1
Wheezing	12/89	0.00262482099937877	0.0182195752636687	12	0.134831460674157	CRP;IL1RL1;IL33;IL6;GSTP1;CCL5;CYP1A1;IL1RAP;CD14;MS4A1;TLR4;SLC27A5
Adenoviral infections	9/56	0.0026324922980942	0.0182195752636687	9	0.160714285714286	HGF;NR1I3;IL24;IL18;SERPINB9;CYP2E1;TEK;PTGS2;FTCD
Neuropathy	27/284	0.00263432813265327	0.0182195752636687	27	0.0950704225352113	LAMA2;ADH1B;EPO;GSTP1;CD80;IL24;GPT;CD1C;CYP3A4;FBLN5;FCGR3A;CA2;NTF3;CCL2;CCR1;NGFR;EGR2;PTGIS;HGF;MMP2;GFRA1;CYP7B1;AR;CYP2C8;IL6;PLP1;TLR4
Arteriovenous Malformations, Cerebral	5/19	0.00263593225789828	0.0182195752636687	5	0.263157894736842	IL6;IL1B;ITGB8;THBS1;ENG
Cholecystitis	5/19	0.00263593225789828	0.0182195752636687	5	0.263157894736842	ABCB4;GDF2;GPT;CLDN2;ENG
Injury wounds	5/19	0.00263593225789828	0.0182195752636687	5	0.263157894736842	IL6;LUM;HMOX1;CXCL1;CXCL2
Lobular Neoplasia	5/19	0.00263593225789828	0.0182195752636687	5	0.263157894736842	CYP2B6;MYC;CYP2C19;PTGS2;ESR1
Mannose-Binding Protein Deficiency	5/19	0.00263593225789828	0.0182195752636687	5	0.263157894736842	CRP;FCN2;CCL5;MASP1;MBL2
Research-Related Injuries	5/19	0.00263593225789828	0.0182195752636687	5	0.263157894736842	IL6;LUM;HMOX1;CXCL1;CXCL2
T-Lymphocytopenia	5/19	0.00263593225789828	0.0182195752636687	5	0.263157894736842	PTPRC;CCL21;CCL5;IL7R;RAG1
Traumatic injury	5/19	0.00263593225789828	0.0182195752636687	5	0.263157894736842	IL6;LUM;HMOX1;CXCL1;CXCL2
Wounds and Injuries	5/19	0.00263593225789828	0.0182195752636687	5	0.263157894736842	IL6;LUM;HMOX1;CXCL1;CXCL2
Pancreatic Ductal Adenocarcinoma	55/701	0.00263795998509574	0.0182195752636687	55	0.0784593437945792	EPO;HHIP;IL24;FHL2;AREG;AKAP12;GHR;MYC;ANXA8;DUSP2;MMP7;MME;IGFBP3;HGF;MMP2;BGN;KRT7;F3;AGTR1;TFF1;TLR4;CFTR;EPHA3;EPHA2;ABCG2;CD274;CCDC68;GSTP1;TGFA;TNFRSF11B;VTCN1;PTGS2;THBS1;PLAC8;SOCS3;CYP2B6;CCL5;HMOX1;CCL2;TRPM8;PROM1;LUM;CYP4F2;TFPI2;IGF2;IGF1;KLF4;GNMT;FOSL1;KRT19;IL6;PTPRC;CXCL12;AXL;FGFR2
Myositis, Focal	3/6	0.00266693672357081	0.0182195752636687	3	0.5	IGHG1;IGHG2;IGKC
Myositis, Infectious	3/6	0.00266693672357081	0.0182195752636687	3	0.5	IGHG1;IGHG2;IGKC
Myositis, Proliferative	3/6	0.00266693672357081	0.0182195752636687	3	0.5	IGHG1;IGHG2;IGKC
Alcoholic Neuropathy	3/6	0.00266693672357081	0.0182195752636687	3	0.5	ADH1B;IGF2;IGF1
Ankylosis	3/6	0.00266693672357081	0.0182195752636687	3	0.5	TRPV3;TNFRSF11B;FGFR2
C1q DEFICIENCY	3/6	0.00266693672357081	0.0182195752636687	3	0.5	C1QB;C1QA;C1QC
Chagas' disease without mention of organ involvement	3/6	0.00266693672357081	0.0182195752636687	3	0.5	CCL5;CCL3;CCL2
Epicanthus inversus	3/6	0.00266693672357081	0.0182195752636687	3	0.5	COLEC11;COLEC10;MASP1
Familial Thrombotic Thrombocytopenic Purpura	3/6	0.00266693672357081	0.0182195752636687	3	0.5	THBD;ADAMTS13;F3
Hemophilic arthropathy	3/6	0.00266693672357081	0.0182195752636687	3	0.5	THBD;F8;TNFRSF11B
prenatal alcohol exposure	3/6	0.00266693672357081	0.0182195752636687	3	0.5	NTRK2;HAND2;IGF2
SeSAME syndrome	3/6	0.00266693672357081	0.0182195752636687	3	0.5	KCNJ10;KCNA3;KCNJ16
Triple vessel disease	3/6	0.00266693672357081	0.0182195752636687	3	0.5	IL6;MMP2;TNFRSF11B
Adult Diffuse Large B-Cell Lymphoma	8/46	0.0027002188216902	0.0182195752636687	8	0.173913043478261	CD274;FCGR3A;BCL2A1;MYC;IRF8;PHGDH;IKZF1;MS4A1
Childhood Diffuse Large B-Cell Lymphoma	8/46	0.0027002188216902	0.0182195752636687	8	0.173913043478261	CD274;FCGR3A;BCL2A1;MYC;IRF8;PHGDH;IKZF1;MS4A1
IIeocolitis	8/46	0.0027002188216902	0.0182195752636687	8	0.173913043478261	CRP;IL6;TAGAP;CCL2;DEFB1;IGF1;TLR4;BACH2
Ketosis	8/46	0.0027002188216902	0.0182195752636687	8	0.173913043478261	GYS2;GCDH;MMAA;ADH1B;BCKDHB;MLYCD;ACAA1;FBP1
Obstructive nephropathy	8/46	0.0027002188216902	0.0182195752636687	8	0.173913043478261	SFRP1;CCL5;HGF;SERPINE1;ID1;CCL2;CD14;IGF1
Metastatic malignant neoplasm to brain	18/163	0.00270161223553291	0.0182195752636687	18	0.110429447852761	CD274;MMP7;TAT;MMP2;NR1I3;KCNA3;TGFA;NRG1;LILRB1;IGF1;PTGS2;KLF4;ESR1;AREG;ZEB2;CXCL12;CCL2;ANGPTL4
Hypertension, Portal	13/101	0.00270281916174797	0.0182195752636687	13	0.128712871287129	NGFR;GDF2;DBH;PTGS2;PKHD1;IL6;EDNRB;IL1B;POU2AF1;AGTR1;HMOX1;XDH;ENG
Seizures, Auditory	13/101	0.00270281916174797	0.0182195752636687	13	0.128712871287129	NGFR;BCHE;CHRNA4;SLC1A1;OXT;FOS;ADRA1B;PTGS2;SLC8A1;IL6;IL1B;ALPL;PVALB
Seizures, Clonic	13/101	0.00270281916174797	0.0182195752636687	13	0.128712871287129	NGFR;BCHE;CHRNA4;SLC1A1;OXT;FOS;ADRA1B;PTGS2;SLC8A1;IL6;IL1B;ALPL;PVALB
Seizures, Sensory	13/101	0.00270281916174797	0.0182195752636687	13	0.128712871287129	NGFR;BCHE;CHRNA4;SLC1A1;OXT;FOS;ADRA1B;PTGS2;SLC8A1;IL6;IL1B;ALPL;PVALB
Seizures, Somatosensory	13/101	0.00270281916174797	0.0182195752636687	13	0.128712871287129	NGFR;BCHE;CHRNA4;SLC1A1;OXT;FOS;ADRA1B;PTGS2;SLC8A1;IL6;IL1B;ALPL;PVALB
Atonic Absence Seizures	13/101	0.00270281916174797	0.0182195752636687	13	0.128712871287129	NGFR;BCHE;CHRNA4;SLC1A1;OXT;FOS;ADRA1B;PTGS2;SLC8A1;IL6;IL1B;ALPL;PVALB
Generalized Absence Seizures	13/101	0.00270281916174797	0.0182195752636687	13	0.128712871287129	NGFR;BCHE;CHRNA4;SLC1A1;OXT;FOS;ADRA1B;PTGS2;SLC8A1;IL6;IL1B;ALPL;PVALB
Gustatory seizure	13/101	0.00270281916174797	0.0182195752636687	13	0.128712871287129	NGFR;BCHE;CHRNA4;SLC1A1;OXT;FOS;ADRA1B;PTGS2;SLC8A1;IL6;IL1B;ALPL;PVALB
Jacksonian Seizure	13/101	0.00270281916174797	0.0182195752636687	13	0.128712871287129	NGFR;BCHE;CHRNA4;SLC1A1;OXT;FOS;ADRA1B;PTGS2;SLC8A1;IL6;IL1B;ALPL;PVALB
Non-epileptic convulsion	13/101	0.00270281916174797	0.0182195752636687	13	0.128712871287129	NGFR;BCHE;CHRNA4;SLC1A1;OXT;FOS;ADRA1B;PTGS2;SLC8A1;IL6;IL1B;ALPL;PVALB
Nonepileptic Seizures	13/101	0.00270281916174797	0.0182195752636687	13	0.128712871287129	NGFR;BCHE;CHRNA4;SLC1A1;OXT;FOS;ADRA1B;PTGS2;SLC8A1;IL6;IL1B;ALPL;PVALB
Olfactory seizure	13/101	0.00270281916174797	0.0182195752636687	13	0.128712871287129	NGFR;BCHE;CHRNA4;SLC1A1;OXT;FOS;ADRA1B;PTGS2;SLC8A1;IL6;IL1B;ALPL;PVALB
Single Seizure	13/101	0.00270281916174797	0.0182195752636687	13	0.128712871287129	NGFR;BCHE;CHRNA4;SLC1A1;OXT;FOS;ADRA1B;PTGS2;SLC8A1;IL6;IL1B;ALPL;PVALB
Vertiginous seizure	13/101	0.00270281916174797	0.0182195752636687	13	0.128712871287129	NGFR;BCHE;CHRNA4;SLC1A1;OXT;FOS;ADRA1B;PTGS2;SLC8A1;IL6;IL1B;ALPL;PVALB
Obesity, Morbid	14/113	0.00271152524096219	0.0182608712231498	14	0.123893805309735	CRP;STEAP4;SDS;TSLP;AQP9;SERPINE1;IL18;AQP7;ESR1;SLC2A9;SFRP1;IL6;LEPR;HAMP
Cerebral arterial aneurysm	11/78	0.00272610118907705	0.0183415819546458	11	0.141025641025641	P2RY12;ACE2;IL6;MMP2;IL1B;CCL2;CXCL1;LPA;PTGS2;TLR4;ENG
Carcinoma	22/216	0.00273808584777792	0.0184047213965547	22	0.101851851851852	CD274;HPGD;GDA;GSTP1;OXT;SPINT2;GATA3;HBA1;PTN;PTGS2;ESR1;PTGS1;AR;BASP1;MYC;RBP1;ID4;ID3;THRSP;ANGPTL4;TLR4;XDH
Arterial Diseases, Common Carotid	4/12	0.00280443941821188	0.018690981357913	4	0.333333333333333	CD163;GSTP1;HMOX1;CCL2
Brain Abscess	4/12	0.00280443941821188	0.018690981357913	4	0.333333333333333	IL1B;CCL2;TLR4;ENG
Carditis	4/12	0.00280443941821188	0.018690981357913	4	0.333333333333333	CRP;IL6;DCN;MBL2
Coprophilia (disorder)	4/12	0.00280443941821188	0.018690981357913	4	0.333333333333333	IL6;IL1B;PLA2G2A;PTGS2
Coronavirus Infections	4/12	0.00280443941821188	0.018690981357913	4	0.333333333333333	ACE2;CCL2;MASP2;MBL2
External Carotid Artery Diseases	4/12	0.00280443941821188	0.018690981357913	4	0.333333333333333	CD163;GSTP1;HMOX1;CCL2
Female Genital Diseases	4/12	0.00280443941821188	0.018690981357913	4	0.333333333333333	IL6;CYP2B6;CYP1A2;CYP1A1
Glucose tolerance test	4/12	0.00280443941821188	0.018690981357913	4	0.333333333333333	GCKR;SPON1;GLP2R;SLC5A1
Internal Carotid Artery Diseases	4/12	0.00280443941821188	0.018690981357913	4	0.333333333333333	CD163;GSTP1;HMOX1;CCL2
Choriocarcinoma	28/300	0.00289242365788727	0.0192411415888403	28	0.0933333333333333	CSF1R;CD274;TGFA;OXT;SLC2A3;HSD17B13;CD1D;PTN;EDNRB;CYP2B6;HMOX1;CCL2;CCR1;PEG3;MMP2;TFPI2;IGF2;ESR1;F8;KRT19;IL6;CFTR;EPHA3;ANGPTL1;FGFR2;ENG;SLC28A3;ABCG2
Hereditary Diffuse Gastric Cancer	28/300	0.00289242365788727	0.0192411415888403	28	0.0933333333333333	GSTP1;SERPINE1;SLC1A2;TGFA;ADRB1;PTGS2;CST7;AREG;THBD;RGS2;CA2;MYC;HMOX1;FYN;MMP7;IGFBP3;ALDH1A3;IL6;CYP2A6;IL1B;RBP1;ID4;SNAI1;RARB;DSG1;FAT4;FBP1;FGFR2
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	13/102	0.00295029745529098	0.0196077045901874	13	0.127450980392157	MME;TPBG;PLA2G4A;IKZF1;GATA3;PTGS2;KLF4;SELE;PBX1;PTPRC;CXCL12;IL1B;ENG
Atrophic	9/57	0.00298137583602992	0.0197771116845546	9	0.157894736842105	MME;LRRK2;GSTP1;SLC1A1;CYP1A2;FAS;AQP4;PTGS2;TLR4
Spondylarthropathies	9/57	0.00298137583602992	0.0197771116845546	9	0.157894736842105	MARCO;CD163;CXCL12;IL1B;CCL2;PTGS2;TLR4;S100A8;BMP6
Abscess	7/37	0.00300820871363266	0.0198991600701794	7	0.189189189189189	CRP;IL6;CCL4L2;CTH;CCL4;CCL3;MYOM2
Brucellosis	7/37	0.00300820871363266	0.0198991600701794	7	0.189189189189189	IL6;SELL;IL1B;IGKV1-5;IL18;SELE;TLR4
Escherichia coli Infections	7/37	0.00300820871363266	0.0198991600701794	7	0.189189189189189	IL6;IL1B;CCL4;HMOX1;CYBB;TLR4;NR3C2
Invasive Ductal Breast Carcinoma	22/218	0.00306611481237596	0.0202632685732932	22	0.100917431192661	ITIH5;GABRP;LAG3;FOXF1;GSTP1;PTGER2;HGF;FMO2;HSD17B13;PTGS2;CXCL14;ESR1;THBS1;CYR61;SULF2;AR;CXCL12;RAB25;MYC;MT1F;CCL2;CD14
Aphthous Stomatitis	6/28	0.00308346775174385	0.0203589409951893	6	0.214285714285714	CCR1;ITK;IL6;IL1B;FAS;TLR4
Hypertension, Renovascular	8/47	0.00310509420703169	0.0204826251606433	8	0.170212765957447	SUCNR1;SEMA6A;LAMA2;AGTR1;HMOX1;ADRB1;PTGS2;PTGS1
Lymphoma, Follicular	32/359	0.00312506837369585	0.020595189896666	32	0.0891364902506964	C1QA;GSTP1;BACH2;NR3C2;SOCS2;SOCS3;FCGR3A;MYC;CCL5;CCL2;PRIMA1;MBL2;CCR1;CD163;GADD45B;MME;IGKV1-5;ESR1;NR4A1;CXCL12;NR4A3;NAT1;NAT2;IRF4;HLA-DPB1;FAS;IRF8;MASP2;CYP2E1;FCGR2B;MS4A1;S100A8
Squamous cell carcinoma of skin	21/205	0.00315286562939352	0.0207590538835789	21	0.102439024390244	CD274;MMP7;IL24;FHL1;PTGS2;KLF4;THBS1;IL6;CXCL12;AIM2;IRF4;MYC;SFRP5;SLCO1B3;FAS;FYN;PTGDS;LGR6;KLKB1;ATF3;S100A8
Acute Cerebrovascular Accidents	12/91	0.00316641844297701	0.0208095726456743	12	0.131868131868132	CRP;SELP;IL6;CYP2B6;IL1B;NR1I3;SERPINE1;AGTR1;ANK2;PPBP;LPA;PTGS2
Prolactinoma	12/91	0.00316641844297701	0.0208095726456743	12	0.131868131868132	NGFR;IL6;NPY5R;TGFB3;MYC;CDH23;NRG1;LIFR;NCAM1;FOS;SSTR1;ESR1
Epileptic Seizures	13/103	0.00321594433648838	0.0211154489922679	13	0.12621359223301	NGFR;BCHE;CHRNA4;SLC1A1;OXT;FOS;ADRA1B;PTGS2;SLC8A1;IL6;IL1B;ALPL;PVALB
Arthralgia	15/128	0.00335752046655309	0.0218733146754	15	0.1171875	CCR1;CRP;HGD;HPGD;MMP2;ANKRD55;TNFRSF11B;PTPN22;NLRC4;PTGS2;IL6;IL2RB;HLA-DPB1;FAS;TLR4
Jaundice, Obstructive	5/20	0.00336227272772467	0.0218733146754	5	0.25	ABCB4;TGFA;CCL2;CD14;CYP3A4
Acral pseudolymphomatous angiokeratoma of children (APACHE)	5/20	0.00336227272772467	0.0218733146754	5	0.25	CRP;IL6;PTGER2;IL1B;S100A12
Cutaneous Fibrous Histiocytoma	5/20	0.00336227272772467	0.0218733146754	5	0.25	IL1B;IGF2;FAS;IGF1;ESR1
Dyslipoproteinemias	5/20	0.00336227272772467	0.0218733146754	5	0.25	CETP;VNN1;LEPR;ANGPTL4;PLTP
Hyperferritinaemia	5/20	0.00336227272772467	0.0218733146754	5	0.25	STEAP3;PRF1;HBB;NLRC4;HAMP
Increased ferritin	5/20	0.00336227272772467	0.0218733146754	5	0.25	STEAP3;PRF1;HBB;NLRC4;HAMP
Increased serum ferritin	5/20	0.00336227272772467	0.0218733146754	5	0.25	STEAP3;PRF1;HBB;NLRC4;HAMP
Morbilliform Drug Reaction	5/20	0.00336227272772467	0.0218733146754	5	0.25	IL18;CYP1A1;HLA-DPB1;FCER1A;CYP2E1
Retinoic acid syndrome	5/20	0.00336227272772467	0.0218733146754	5	0.25	THBD;IL1B;CCL5;CYP1A2;CXCL2
Mycoplasma Infections	9/58	0.00336573036105272	0.0218757020160984	9	0.155172413793103	IL6;CD8B;IL1B;IL18;CD14;LPA;TLR4;SLC27A5;MBL2
Seizures	84/1174	0.00340723456093122	0.0221251433231846	84	0.0715502555366269	GABRB3;ECM1;PRF1;OXT;GPT;AQP4;DBH;ADRA1B;SLC8A1;DNALI1;GYS2;FCGR3A;CPT2;GRM8;ADAMTSL2;LRAT;PHGDH;MLYCD;ACADS;AASS;HGFAC;CCBE1;NPY5R;HGF;BCKDHB;NRG1;FOS;TGFBR3;RNF125;IL1B;HPD;FBP1;ASPA;TLR4;PVALB;LY6E;ENG;LAMA2;BCL2A1;HEPACAM;CHRNA4;SLC1A1;NR1I2;KCNA3;PRICKLE2;SLC1A2;DPT;SLC3A1;PRICKLE1;PTGS2;CYP2C19;GSPT2;NALCN;RELN;SLITRK3;SLC19A3;NCAM1;PCK1;PRODH;SLC13A5;SCN3A;FGF23;GRIA3;LGI1;NGFR;BCHE;CCL23;EGR3;KCNJ10;NLGN4X;GK;MMAA;GCH1;GDF6;ESR1;NR4A2;CYP2C9;IL6;CYP1A1;ALPL;FAT4;CNTN4;FGFR2;OTC
hiv-infection/aids	10/69	0.00341879667455701	0.0221798743011132	10	0.144927536231884	ITIH4;CYP2B6;CXCL12;CCL4L2;CCL5;CCL4;PRF1;UGT2B7;MBL2;ABCG2
Alzheimer Disease, Early Onset	14/116	0.00345621836240813	0.0223611641399678	14	0.120689655172414	BCHE;CR1;MME;IGFBP3;IGF2;IGF1;ESR1;MS4A4A;RELN;IL1B;HMOX1;FAS;TFF1;CD33
Liver Neoplasms, Experimental	14/116	0.00345621836240813	0.0223611641399678	14	0.120689655172414	HGF;GSTP1;NR1I3;TGFA;APOA4;CYP2A7;CYP2C8;IL6;CYP2A6;CA3;MYC;CYP1A2;CYP2E1;TEK
Experimental Hepatoma	14/116	0.00345621836240813	0.0223611641399678	14	0.120689655172414	HGF;GSTP1;NR1I3;TGFA;APOA4;CYP2A7;CYP2C8;IL6;CYP2A6;CA3;MYC;CYP1A2;CYP2E1;TEK
Dejerine-Sottas Disease (disorder)	12/92	0.00346924441932159	0.0224249424657153	12	0.130434782608696	NR4A1;EGR2;IL6;IL1B;IL18;S100A12;CCL2;CXCL1;TRPM8;PTGS2;CBFA2T3;TLR4
